code,name,industry
600165,*ST宁科,化学制品
603067,振华股份,化学原料
603056,德邦股份,物流
002197,ST证通,计算机软件
002283,天润工业,汽车
600392,盛和资源,稀有金属
002215,诺 普 信,化肥农药
600386,北巴传媒,汽车
600686,金龙汽车,汽车
300527,中船应急,地面装备
000851,ST高鸿,通信设备
600289,*ST信通,通信设备
603150,万朗磁塑,化学制品
300383,光环新网,互联网技术
000615,ST美谷,医疗服务
600212,绿能慧充,电源设备
600360,ST华微,半导体
002439,启明星辰,计算机软件
873169,七丰精工,专用设备
603078,江化微,电子器件
688669,聚石化学,化学制品
002811,郑中设计,专业服务
002052,*ST同洲,电源设备
600398,海澜之家,服装家纺
920099,瑞华技术,化学制品
688398,赛特新材,化学制品
000006,深振业A,房地产开发
301349,信德新材,金属非金属新材料
300128,锦富技术,电子元件
002750,*ST龙津,中药生产
600184,光电股份,地面装备
002172,澳洋健康,合成纤维及树脂
301503,智迪科技,电子设备制造
600426,华鲁恒升,化肥农药
600576,祥源文旅,休闲服务
300119,瑞普生物,畜牧业
872190,雷神科技,计算机硬件
871981,晶赛科技,电子元件
600470,六国化工,化肥农药
000576,甘化科工,电源设备
300499,高澜股份,通用设备
600367,红星发展,化学原料
873570,坤博精工,通用设备
002582,好想你,食品
301603,乔锋智能,通用设备
002989,中天精装,装修装饰
873001,纬达光电,电子器件
000833,粤桂股份,综合
300547,川环科技,汽车
002025,航天电器,电子设备制造
833454,同心传动,汽车
300746,汉嘉设计,专业服务
301357,北方长龙,地面装备
603819,神力股份,电机
600361,创新新材,基本金属
000973,佛塑科技,化学制品
300994,久祺股份,其他交运设备
832225,利通科技,橡胶制品
920060,万源通,电子器件
835892,中科美菱,医疗器械
603171,税友股份,计算机软件
300650,太龙股份,电子元件
002122,汇洲智能,通用设备
300081,恒信东方,互联网服务
000534,万泽股份,生物医药
300868,杰美特,电子器件
002501,利源股份,基本金属
000426,兴业银锡,基本金属
688788,科思科技,电子设备制造
603220,中贝通信,通信设备
600777,ST新潮,石油天然气
300603,立昂技术,通信设备
873679,前进科技,通用设备
300840,酷特智能,服装家纺
688130,晶华微,电子元件
002739,万达电影,影视动漫
002072,凯瑞德,贸易
300957,贝泰妮,化学制品
002795,永和智控,通用设备
000710,贝瑞基因,医疗服务
600710,苏美达,贸易
600203,福日电子,消费电子设备
301566,达利凯普,电子元件
300777,中简科技,合成纤维及树脂
300980,祥源新材,化学制品
000408,藏格矿业,化肥农药
300737,科顺股份,其他建材
600416,湘电股份,电机
600218,全柴动力,通用设备
000910,大亚圣象,家具
600975,新五丰,畜牧业
300626,华瑞股份,电机
603316,诚邦股份,建筑施工
300629,新劲刚,通信设备
600600,青岛啤酒,饮料
600037,歌华有线,广播电视
688400,凌云光,专用设备
002846,英联股份,造纸印刷
300898,熊猫乳品,食品
300013,*ST新宁,物流
603317,天味食品,食品
603489,八方股份,电机
300101,振芯科技,航空航天装备
000156,华数传媒,广播电视
300351,永贵电器,铁路设备
000510,新金路,化学原料
838275,驱动力,畜牧业
002378,章源钨业,稀有金属
832145,恒合股份,通用设备
301428,世纪恒通,互联网服务
603279,景津装备,专用设备
688270,臻镭科技,计算机硬件
300651,金陵体育,文娱用品
838837,华原股份,汽车
600602,云赛智联,计算机软件
301082,久盛电气,输变电设备
688679,通源环境,环保
000619,海螺新材,其他建材
000570,苏常柴A,通用设备
600111,北方稀土,稀有金属
600773,西藏城投,房地产开发
600651,飞乐音响,汽车
601599,浙文影业,纺织
002689,远大智能,专用设备
603588,高能环境,环保
000610,西安旅游,休闲服务
300344,立方数科,计算机软件
301131,聚赛龙,化学制品
688622,禾信仪器,通用设备
688523,航天环宇,航空航天装备
601789,宁波建工,建筑施工
300447,全信股份,输变电设备
920088,科力股份,石油天然气
688115,思林杰,通用设备
000506,*ST中润,贵金属
001201,东瑞股份,畜牧业
301339,通行宝,计算机软件
301608,博实结,电子设备制造
001339,智微智能,电子设备制造
430425,乐创技术,计算机软件
300401,花园生物,化学制药
688563,航材股份,航空航天装备
002995,天地在线,互联网服务
002786,银宝山新,专用设备
688369,致远互联,计算机软件
300501,海顺新材,造纸印刷
002544,普天科技,通信设备
300078,思创医惠,电子设备制造
831305,海希通讯,通用设备
002872,ST天圣,医药商业
832171,志晟信息,计算机软件
835438,戈碧迦,光电子器件
000809,*ST和展,房地产开发
603887,城地香江,互联网服务
301191,菲菱科思,通信设备
603813,原尚股份,物流
603535,嘉诚国际,物流
688251,井松智能,计算机软件
834058,华洋赛车,摩托车
603261,立航科技,航空航天装备
300986,志特新材,建筑施工
600325,华发股份,房地产开发
300135,宝利国际,石油天然气
002712,思美传媒,营销服务
002364,中恒电气,电源设备
000700,模塑科技,汽车
870726,鸿智科技,小家电
873665,科强股份,橡胶制品
002063,远光软件,计算机软件
600736,苏州高新,房地产开发
001324,长青科技,其他交运设备
603895,天永智能,专用设备
000929,兰州黄河,饮料
300780,德恩精工,通用设备
300506,*ST名家,建筑施工
605259,绿田机械,通用设备
300905,宝丽迪,化学制品
002093,国脉科技,通信设备
000970,中科三环,金属非金属新材料
301272,英华特,通用设备
834639,晨光电缆,输变电设备
600531,豫光金铅,基本金属
000541,佛山照明,照明设备
300652,雷迪克,汽车
002885,京泉华,电子器件
300752,隆利科技,电子器件
002897,意华股份,通信设备
300276,三丰智能,专用设备
301169,零点有数,专业服务
300337,银邦股份,基本金属
000683,远兴能源,化学原料
688239,航宇科技,航空航天装备
603369,今世缘,饮料
300859,西域旅游,休闲服务
839273,一致魔芋,农业
000568,泸州老窖,饮料
600521,华海药业,化学制药
600435,北方导航,地面装备
000779,甘咨询,专业服务
601929,吉视传媒,广播电视
002612,朗姿股份,服装家纺
688048,长光华芯,半导体
002311,海大集团,畜牧业
300508,维宏股份,计算机软件
603027,千禾味业,食品
002620,瑞和股份,装修装饰
002695,煌上煌,食品
603306,华懋科技,汽车
603190,亚通精工,汽车
300841,康华生物,生物医药
688002,睿创微纳,电子设备制造
300222,科大智能,电子设备制造
600562,国睿科技,电子设备制造
600132,重庆啤酒,饮料
300919,中伟股份,电源设备
301529,福赛科技,汽车
600391,航发科技,航空航天装备
871753,天纺标,专业服务
300956,英力股份,消费电子设备
688126,沪硅产业,半导体
002369,卓翼科技,电子设备制造
000711,*ST京蓝,环保
300959,线上线下,通信设备
002719,麦趣尔,食品
300850,新强联,通用设备
300856,科思股份,化学制品
873132,泰鹏智能,家具
300442,润泽科技,通信运营
601901,方正证券,非银行金融
300967,晓鸣股份,畜牧业
603315,福鞍股份,环保
001328,登康口腔,化学制品
301050,雷电微力,电子设备制造
300658,延江股份,纺织
002422,科伦药业,化学制药
603039,泛微网络,计算机软件
870357,雅葆轩,电子元件
002389,航天彩虹,电子元件
600078,澄星股份,化学原料
002752,昇兴股份,造纸印刷
603516,淳中科技,计算机硬件
002421,达实智能,计算机软件
600458,时代新材,轨道交通设备
300469,信息发展,计算机软件
600316,洪都航空,航空航天装备
601900,南方传媒,平面媒体
688363,华熙生物,生物医药
688218,江苏北人,机器人
300884,狄耐克,电子设备制造
836807,奔朗新材,金属非金属新材料
002757,南兴股份,专用设备
002507,涪陵榨菜,食品
603787,新日股份,其他交运设备
603767,中马传动,汽车
603211,晋拓股份,汽车
603978,深圳新星,金属非金属新材料
600619,海立股份,白色家电
300073,当升科技,金属非金属新材料
600476,湘邮科技,计算机软件
688550,瑞联新材,化学制品
600729,重庆百货,零售
603061,金海通,半导体
300020,*ST银江,计算机软件
603665,康隆达,纺织
000837,秦川机床,通用设备
300945,曼卡龙,珠宝首饰
002675,东诚药业,化学制药
001314,亿道信息,电子设备制造
300350,华鹏飞,物流
300505,川金诺,化学原料
301138,华研精机,专用设备
600853,龙建股份,基础建设
688408,中信博,其他电气设备
688510,航亚科技,航空航天装备
000902,新洋丰,化肥农药
002868,绿康生化,畜牧业
300457,赢合科技,专用设备
605566,福莱蒽特,化学制品
600779,水井坊,饮料
002457,青龙管业,其他建材
603391,力聚热能,通用设备
000056,皇庭国际,商业物业经营
600281,华阳新材,稀有金属
688700,东威科技,专用设备
002042,华孚时尚,纺织
000589,贵州轮胎,橡胶制品
000657,中钨高新,稀有金属
605599,菜百股份,珠宝首饰
002179,中航光电,电子设备制造
002683,广东宏大,化学制品
603698,航天工程,专业服务
600601,方正科技,计算机硬件
002318,久立特材,钢铁
600629,华建集团,建筑施工
600706,曲江文旅,休闲服务
002617,露笑科技,输变电设备
300125,ST聆达,其他电气设备
603788,宁波高发,汽车
688333,铂力特,电子设备制造
300922,天秦装备,地面装备
688501,青达环保,专用设备
600459,贵研铂业,稀有金属
003038,鑫铂股份,基本金属
002343,慈文传媒,影视动漫
605188,国光连锁,零售
837403,康农种业,农业
301031,中熔电气,电子元件
600714,金瑞矿业,化学原料
600592,龙溪股份,通用设备
002388,ST新亚,电子设备制造
300138,晨光生物,农业
601958,金钼股份,稀有金属
000557,西部创业,公路铁路
300256,星星科技,电子器件
002158,汉钟精机,通用设备
000917,电广传媒,广播电视
600343,航天动力,航空航天装备
603982,泉峰汽车,汽车
002933,新兴装备,航空航天装备
600141,兴发集团,化学原料
603393,新天然气,燃气
603015,弘讯科技,专用设备
300975,商络电子,贸易
301219,腾远钴业,金属非金属新材料
300581,晨曦航空,航空航天装备
600403,大有能源,煤炭
301568,思泰克,电子设备制造
000932,华菱钢铁,钢铁
688282,*ST导航,地面装备
300432,富临精工,汽车
688337,普源精电,通用设备
603900,莱绅通灵,珠宝首饰
300723,一品红,化学制药
688182,灿勤科技,通信设备
688556,高测股份,专用设备
300313,ST天山,畜牧业
300870,欧陆通,电子设备制造
000785,居然智家,专业服务
688091,上海谊众,生物医药
688077,大地熊,金属非金属新材料
002548,金新农,畜牧业
688709,成都华微,半导体
601020,华钰矿业,基本金属
688176,亚虹医药-U,生物医药
833171,国航远洋,港口航运
600419,天润乳业,食品
600872,中炬高新,食品
002975,博杰股份,专用设备
832885,星辰科技,通用设备
603899,晨光股份,文娱用品
600764,中国海防,船舶与海洋装备
688686,奥普特,通用设备
002414,高德红外,电子设备制造
000721,西安饮食,休闲服务
301502,华阳智能,电机
300593,新雷能,电源设备
605118,力鼎光电,光电子器件
300649,杭州园林,建筑施工
301026,浩通科技,稀有金属
000661,长春高新,生物医药
002586,*ST围海,基础建设
300672,国科微,半导体
002956,西麦食品,食品
600711,ST盛屯,基本金属
600096,云天化,化肥农药
603199,九华旅游,休闲服务
000701,厦门信达,贸易
600282,南钢股份,钢铁
301213,观想科技,计算机软件
002837,英维克,专用设备
301361,众智科技,输变电设备
002494,华斯股份,服装家纺
688596,正帆科技,专用设备
600658,电子城,房地产开发
688539,高华科技,电子元件
601665,齐鲁银行,银行
002611,东方精工,专用设备
600223,福瑞达,化学制品
002840,华统股份,食品
002484,江海股份,电子元件
600959,江苏有线,广播电视
000795,英洛华,金属非金属新材料
600346,恒力石化,石油天然气
603186,华正新材,电子元件
301581,黄山谷捷,汽车
300199,翰宇药业,化学制药
600010,包钢股份,钢铁
002585,双星新材,造纸印刷
002572,索菲亚,家具
603991,至正股份,化学制品
603002,宏昌电子,化学制品
002516,旷达科技,纺织
000536,华映科技,电子器件
603983,丸美生物,化学制品
301328,维峰电子,电子元件
920019,铜冠矿建,建筑施工
301396,宏景科技,专业服务
688229,博睿数据,互联网服务
300995,奇德新材,化学制品
300403,汉宇集团,白色家电
003012,东鹏控股,陶瓷
002106,莱宝高科,电子器件
300894,火星人,小家电
688327,云从科技-UW,计算机软件
834021,流金科技,广播电视
002099,海翔药业,化学制药
001256,炜冈科技,专用设备
603912,佳力图,专用设备
301389,隆扬电子,电子元件
002919,名臣健康,互联网服务
002565,顺灏股份,造纸印刷
832023,田野股份,饮料
300189,神农种业,农业
688352,颀中科技,半导体
002815,崇达技术,电子元件
300445,康斯特,通用设备
688059,华锐精密,金属制品
605337,李子园,饮料
600725,云维股份,煤炭
600831,ST广网,广播电视
600760,中航沈飞,航空航天装备
002861,瀛通通讯,消费电子设备
000757,浩物股份,汽车
688499,利元亨,专用设备
600829,人民同泰,医药商业
688610,埃科光电,通用设备
600549,厦门钨业,稀有金属
002731,萃华珠宝,贵金属
000768,中航西飞,航空航天装备
603089,正裕工业,汽车
603281,江瀚新材,化学制品
688066,航天宏图,卫星应用
603319,湘油泵,汽车
300205,ST天喻,通信设备
301571,国科天成,光电子器件
300516,久之洋,电子设备制造
000055,方大集团,其他建材
000830,鲁西化工,化学新材料
603712,七一二,通信设备
300215,电科院,专业服务
301132,满坤科技,电子元件
603997,继峰股份,汽车
600802,福建水泥,水泥
000698,沈阳化工,石油天然气
688521,芯原股份,计算机软件
001313,粤海饲料,畜牧业
603270,金帝股份,通用设备
002246,北化股份,化学制品
600415,小商品城,贸易
600039,四川路桥,建筑施工
603919,金徽酒,饮料
601061,中信金属,贸易
603877,太平鸟,服装家纺
002847,盐津铺子,食品
600641,万业企业,房地产开发
301517,陕西华达,电子元件
300596,利安隆,化学原料
301458,钧崴电子,电子设备制造
002853,皮阿诺,家具
603198,迎驾贡酒,饮料
002154,报 喜 鸟,服装家纺
600846,同济科技,建筑施工
002638,勤上股份,光电子器件
600990,四创电子,地面装备
000629,钒钛股份,稀有金属
300700,岱勒新材,专用设备
603809,豪能股份,汽车
688628,优利德,通用设备
000925,众合科技,铁路设备
605589,圣泉集团,化学新材料
300892,品渥食品,食品
300034,钢研高纳,金属制品
600330,天通股份,电子元件
300719,安达维尔,航空航天装备
835508,殷图网联,计算机软件
688458,美芯晟,半导体
603826,坤彩科技,化学制品
600965,福成股份,畜牧业
300622,博士眼镜,零售
002282,博深股份,通用设备
002297,博云新材,金属制品
002935,天奥电子,航空航天装备
600828,茂业商业,零售
600358,国旅联合,营销服务
301222,浙江恒威,电源设备
300440,运达科技,计算机软件
002580,圣阳股份,电源设备
300264,佳创视讯,计算机软件
601086,国芳集团,零售
001338,永顺泰,饮料
301063,海锅股份,专用设备
301617,博苑股份,化学制品
000430,张家界,休闲服务
300530,领湃科技,化学制品
000953,河化股份,生物医药
688143,长盈通,电子元件
688385,复旦微电,半导体
603088,宁波精达,通用设备
600897,厦门空港,航空机场
300455,航天智装,计算机硬件
301069,凯盛新材,化学原料
002859,洁美科技,电子设备制造
002214,大立科技,电子设备制造
603515,欧普照明,照明设备
603995,甬金股份,钢铁
300699,光威复材,合成纤维及树脂
001203,大中矿业,铁矿石
001260,坤泰股份,汽车
002597,金禾实业,化学制品
301266,宇邦新材,电源设备
002098,浔兴股份,服装家纺
600879,航天电子,航空航天装备
688526,科前生物,畜牧业
002353,杰瑞股份,石油天然气
688098,申联生物,畜牧业
002577,雷柏科技,消费电子设备
603127,昭衍新药,医疗服务
300044,赛为智能,计算机软件
834950,迅安科技,电子设备制造
002896,中大力德,通用设备
603350,安乃达,电机
600538,国发股份,医药商业
000068,华控赛格,贸易
600422,昆药集团,中药生产
600737,中粮糖业,农业
831304,迪尔化工,化学原料
301292,海科新源,化学制品
002816,和科达,通用设备
872392,佳合科技,造纸印刷
300733,西菱动力,汽车
600803,新奥股份,燃气
603616,韩建河山,其他建材
603517,绝味食品,食品
300117,*ST嘉寓,电源设备
001216,华瓷股份,陶瓷
002277,友阿股份,零售
002010,传化智联,物流
600151,航天机电,汽车
688682,霍莱沃,计算机软件
600073,光明肉业,食品
300444,双杰电气,输变电设备
601369,陕鼓动力,通用设备
300299,富春股份,互联网服务
300146,汤臣倍健,食品
301287,康力源,文娱用品
603216,梦天家居,家具
300618,寒锐钴业,稀有金属
301020,密封科技,通用设备
002563,森马服饰,服装家纺
000715,中兴商业,零售
300940,南极光,电子设备制造
832735,德源药业,化学制药
300903,科翔股份,电子设备制造
839493,并行科技,计算机软件
688515,裕太微-U,半导体
000798,中水渔业,渔业
000758,中色股份,基本金属
603605,珀莱雅,化学制品
603137,恒尚节能,装修装饰
688188,柏楚电子,计算机软件
001360,南矿集团,专用设备
834599,同力股份,专用设备
000738,航发控制,航空航天装备
600753,庚星股份,贸易
603565,中谷物流,港口航运
300589,江龙船艇,船舶与海洋装备
002714,牧原股份,畜牧业
300008,天海防务,船舶与海洋装备
600792,云煤能源,煤炭
603659,璞泰来,金属非金属新材料
603108,润达医疗,医药商业
002463,沪电股份,电子元件
600079,人福医药,化学制药
600177,雅戈尔,服装家纺
300893,松原安全,汽车
600322,津投城开,房地产开发
002436,兴森科技,电子元件
603938,三孚股份,化学制品
605338,巴比食品,食品
603668,天马科技,畜牧业
002453,华软科技,化学制品
300430,诚益通,专用设备
002330,得利斯,食品
001211,双枪科技,其他轻工
300523,辰安科技,互联网服务
000547,航天发展,地面装备
300076,GQY视讯,电子器件
688106,金宏气体,化学原料
600482,中国动力,船舶与海洋装备
836263,中航泰达,环保
600495,晋西车轴,铁路设备
300782,卓胜微,半导体
300395,菲利华,金属非金属新材料
300272,开能健康,小家电
002094,青岛金王,化学制品
832651,天罡股份,通用设备
001322,箭牌家居,陶瓷
603579,荣泰健康,小家电
600135,乐凯胶片,化学制品
605286,同力日升,通用设备
002980,华盛昌,通用设备
688366,昊海生科,生物医药
603506,南都物业,房地产服务
300014,亿纬锂能,电源设备
839792,东和新材,耐火材料
000488,ST晨鸣,造纸印刷
002977,天箭科技,航空航天装备
603629,利通电子,电子元件
603886,元祖股份,食品
834682,球冠电缆,输变电设备
603059,倍加洁,其他轻工
000632,三木集团,综合
002069,獐子岛,渔业
003007,直真科技,计算机软件
600038,中直股份,航空航天装备
000553,安道麦A,化肥农药
301313,凡拓数创,计算机软件
600727,鲁北化工,化肥农药
600685,中船防务,船舶与海洋装备
601595,上海电影,影视动漫
002354,天娱数科,互联网服务
300775,三角防务,航空航天装备
837023,芭薇股份,化学制品
600893,航发动力,航空航天装备
002430,杭氧股份,环保
605123,派克新材,航空航天装备
601121,宝地矿业,铁矿石
600197,伊力特,饮料
831396,许昌智能,输变电设备
301052,果麦文化,平面媒体
300402,宝色股份,金属制品
600319,亚星化学,化学制品
002001,新 和 成,保健护理
002181,粤 传 媒,平面媒体
000848,承德露露,饮料
688281,华秦科技,金属非金属新材料
002446,盛路通信,通信设备
000912,泸天化,化肥农药
688500,慧辰股份,互联网服务
600067,冠城新材,输变电设备
000960,锡业股份,基本金属
688160,步科股份,专用设备
603866,桃李面包,食品
000858,五 粮 液,饮料
002346,柘中股份,输变电设备
839371,欧福蛋业,食品
002115,三维通信,营销服务
605003,众望布艺,纺织
002151,北斗星通,通信设备
603156,养元饮品,饮料
300515,三德科技,通用设备
688113,联测科技,专用设备
300997,欢乐家,饮料
300424,航新科技,航空航天装备
603345,安井食品,食品
002173,创新医疗,医疗服务
603606,东方电缆,输变电设备
688390,固德威,电源设备
603181,皇马科技,化学制品
603363,*ST傲农,畜牧业
600640,国脉文化,互联网服务
600298,安琪酵母,食品
002015,协鑫能科,电力
001316,润贝航科,贸易
002188,中天服务,房地产服务
688480,赛恩斯,专用设备
002291,遥望科技,互联网服务
688158,优刻得-W,互联网服务
300247,融捷健康,小家电
688552,航天南湖,电子设备制造
300140,节能环境,环保
002567,唐人神,畜牧业
688676,金盘科技,输变电设备
000011,深物业A,房地产开发
002978,安宁股份,稀有金属
600338,西藏珠峰,基本金属
603587,地素时尚,服装家纺
300498,温氏股份,畜牧业
300830,金现代,计算机软件
002679,福建金森,林业
688776,国光电气,电子器件
300163,ST先锋,纺织
002429,兆驰股份,视听器材
600232,金鹰股份,专用设备
605055,迎丰股份,纺织
601077,渝农商行,银行
000796,凯撒旅业,休闲服务
605089,味知香,食品
300735,光弘科技,电子设备制造
603329,上海雅仕,物流
001300,三柏硕,文娱用品
300549,优德精密,专用设备
601136,首创证券,非银行金融
600382,广东明珠,铁矿石
600873,梅花生物,畜牧业
600359,新农开发,农业
600655,豫园股份,零售
688321,微芯生物,化学制药
301373,凌玮科技,化学制品
600996,贵广网络,广播电视
300373,扬杰科技,半导体
600019,宝钢股份,钢铁
600448,华纺股份,纺织
600372,中航机载,航空航天装备
688718,唯赛勃,专用设备
300617,安靠智电,输变电设备
833455,汇隆活塞,通用设备
003036,泰坦股份,专用设备
002256,兆新股份,化学制品
300182,捷成股份,影视动漫
002157,正邦科技,畜牧业
301121,紫建电子,消费电子设备
002299,圣农发展,畜牧业
600490,鹏欣资源,基本金属
300410,正业科技,通用设备
300080,易成新能,电源设备
000419,通程控股,零售
600094,大名城,房地产开发
688391,钜泉科技,半导体
002458,益生股份,畜牧业
000708,中信特钢,钢铁
300740,水羊股份,化学制品
002101,广东鸿图,汽车
002495,佳隆股份,食品
300517,海波重科,基础建设
688562,航天软件,互联网服务
000029,深深房A,房地产开发
603955,大千生态,建筑施工
688244,永信至诚,计算机软件
002966,苏州银行,银行
002696,百洋股份,畜牧业
831961,创远信科,通信设备
688125,安达智能,专用设备
603683,晶华新材,化学制品
600363,联创光电,光电子器件
605389,长龄液压,通用设备
002182,宝武镁业,金属非金属新材料
300739,明阳电路,电子元件
603296,华勤技术,消费电子设备
600519,贵州茅台,饮料
300486,东杰智能,专用设备
603004,鼎龙科技,化学新材料
002827,高争民爆,化学制品
002227,奥 特 迅,电源设备
002234,民和股份,畜牧业
002965,祥鑫科技,汽车
003022,联泓新科,化学新材料
603055,台华新材,合成纤维及树脂
603759,海天股份,水务
688488,艾迪药业,化学制药
300406,九强生物,生物医药
300477,合纵科技,输变电设备
002652,扬子新材,金属制品
002084,海鸥住工,金属制品
300821,东岳硅材,化学制品
688256,寒武纪-U,电子设备制造
301118,恒光股份,化学原料
